artist,city,country,link,meta,nicedate,relativetime,showdate,showid,showyear,state,venue,venueid,cords,lat
Phish,San Jose,USA,http://phish.net/setlists/?d=1994-12-03,,"December 03, 1994",19 years ago,1994-12-03,1253155149,1994,CA,Event Center,728,"(u'Tunguska Event Center, 967 Hamline Street, San Jose, CA 95126, USA', (37.3454624, -121.9242981))",37.3477624
Phish,Chico,USA,http://phish.net/setlists/?d=1994-12-04,,"December 04, 1994",19 years ago,1994-12-04,1253152275,1994,CA,"Acker Gym, Chico State University",722,"(u'Acker Gym, California State University, Chico, Warner Street, Chico, CA 95926, USA', (39.7299082, -121.8497857))",39.7329082
Phish,Goleta,USA,http://phish.net/setlists/?d=1994-12-06,,"December 06, 1994",19 years ago,1994-12-06,1253152577,1994,CA,"UCSB Events Center, University of California-Santa Barbara",720,"(u'Events Center, University of California, Santa Barbara, Goleta, CA 93117, USA', (34.4137741, -119.8513243))",34.417574099999996
Phish,San Diego,USA,http://phish.net/setlists/?d=1994-12-07,,"December 07, 1994",19 years ago,1994-12-07,1253151456,1994,CA,Spreckels Theatre,717,"(u'San Diego, CA, USA', (32.7153292, -117.1572551))",32.7179292
Phish,San Diego,USA,http://phish.net/setlists/?d=1994-12-08,,"December 08, 1994",19 years ago,1994-12-08,1253151246,1994,CA,Spreckels Theatre,717,"(u'San Diego, CA, USA', (32.7153292, -117.1572551))",32.7180292
Phish,Mesa,USA,http://phish.net/setlists/?d=1994-12-09,,"December 09, 1994",19 years ago,1994-12-09,1253151008,1994,AZ,Mesa Amphitheatre,716,"(u'West Mesa Verde Place, Tucson, AZ 85742, USA', (32.370561, -111.0280389))",32.372361000000005
Phish,Santa Monica,USA,http://phish.net/setlists/?d=1994-12-10,,"December 10, 1994",19 years ago,1994-12-10,1253150705,1994,CA,Civic Auditorium,714,"(u'Civic Center Drive, Santa Monica, CA 90401, USA', (34.0108764, -118.4894285))",34.012476400000004
Phish,Philadelphia,USA,http://phish.net/setlists/?d=1994-12-28,,"December 28, 1994",19 years ago,1994-12-28,1253149795,1994,PA,Civic Center,713,"(u'Civic Center Boulevard, Philadelphia, PA 19104, USA', (39.947288, -75.1949377))",39.951388
Phish,Providence,USA,http://phish.net/setlists/?d=1994-12-29,,"December 29, 1994",19 years ago,1994-12-29,1253149612,1994,RI,Providence Civic Center,440,"(u'Providence, RI, USA', (41.8239891, -71.4128343))",41.8250891
Phish,New York,USA,http://phish.net/setlists/?d=1994-12-30,,"December 30, 1994",19 years ago,1994-12-30,1253148945,1994,NY,Ed Sullivan Theater,228,,0
Phish,New York,USA,http://phish.net/setlists/?d=1994-12-30,,"December 30, 1994",19 years ago,1994-12-30,1253149166,1994,NY,Madison Square Garden,157,"(u'Madison Street, New York, NY, USA', (40.685764, -73.94149399999999))",40.686464
Phish,Boston,USA,http://phish.net/setlists/?d=1994-12-31,,"December 31, 1994",19 years ago,1994-12-31,1253148716,1994,MA,Boston Garden,299,"(u'Boston Street, Boston, MA, USA', (42.3250351, -71.0592691))",42.3293351
Phish,Burlington,USA,http://phish.net/setlists/?d=1995-05-14,,"May 14, 1995",19 years ago,1995-05-14,1252614602,1995,VT,Fishman's House,513,"(u'Burlington, VT, USA', (44.4758825, -73.21207199999999))",44.476882499999995
Phish,Lowell,USA,http://phish.net/setlists/?d=1995-05-16,,"May 16, 1995",19 years ago,1995-05-16,1252614957,1995,MA,Lowell Memorial Auditorium,514,,0
Phish,Boise,USA,http://phish.net/setlists/?d=1995-06-07,,"June 07, 1995",19 years ago,1995-06-07,1252615233,1995,ID,Boise State University Pavilion,413,"(u'Boise, ID, USA', (43.6187102, -116.2146068))",43.622010200000005
Phish,Salt Lake City,USA,http://phish.net/setlists/?d=1995-06-08,,"June 08, 1995",19 years ago,1995-06-08,1252615779,1995,UT,The Delta Center,515,,0
Phish,Morrison,USA,http://phish.net/setlists/?d=1995-06-09,,"June 09, 1995",19 years ago,1995-06-09,1252701559,1995,CO,Red Rocks Amphitheatre,50,,0
Phish,Morrison,USA,http://phish.net/setlists/?d=1995-06-10,,"June 10, 1995",19 years ago,1995-06-10,1252701921,1995,CO,Red Rocks Amphitheatre,50,,0
Phish,Maryland Heights,USA,http://phish.net/setlists/?d=1995-06-13,,"June 13, 1995",19 years ago,1995-06-13,1252702279,1995,MO,Riverport Amphitheater,225,"(u'Maryland Heights, MO, USA', (38.7131073, -90.42984009999999))",38.716007299999994
Phish,Memphis,USA,http://phish.net/setlists/?d=1995-06-14,,"June 14, 1995",19 years ago,1995-06-14,1252702709,1995,TN,Mud Island Amphitheater,533,"(u'Memphis, TN, USA', (35.1495343, -90.0489801))",35.1533343
Phish,Atlanta,USA,http://phish.net/setlists/?d=1995-06-15,,"June 15, 1995",19 years ago,1995-06-15,1252703074,1995,GA,Lakewood Amphitheatre,396,"(u'Interstate 285, GA, USA', (33.6889141, -84.30330599999999))",33.6906141
Phish,Raleigh,USA,http://phish.net/setlists/?d=1995-06-16,,"June 16, 1995",19 years ago,1995-06-16,1252704548,1995,NC,Walnut Creek Amphitheater,456,"(u'Raleigh, NC, USA', (35.7795897, -78.6381787))",35.7801897
Phish,Bristow,USA,http://phish.net/setlists/?d=1995-06-17,,"June 17, 1995",19 years ago,1995-06-17,1252704917,1995,VA,Nissan Pavilion at Stone Ridge,534,"(u'Stone Ridge, NY, USA', (41.8531485, -74.1390329))",41.8563485
Phish,Noblesville,USA,http://phish.net/setlists/?d=1995-06-19,,"June 19, 1995",19 years ago,1995-06-19,1252705088,1995,IN,Deer Creek Music Center,401,"(u'Noblesville, IN, USA', (40.0455917, -86.0085955))",40.047191700000006
Phish,Cuyahoga Falls,USA,http://phish.net/setlists/?d=1995-06-20,,"June 20, 1995",19 years ago,1995-06-20,1252953568,1995,OH,Blossom Music Center,223,,0
Phish,Canandaigua,USA,http://phish.net/setlists/?d=1995-06-22,,"June 22, 1995",19 years ago,1995-06-22,1252953850,1995,NY,Finger Lakes Performing Arts Center,221,"(u'Canandaigua, NY 14424, USA', (42.887535, -77.2816984))",42.887735
Phish,Stanhope,USA,http://phish.net/setlists/?d=1995-06-23,,"June 23, 1995",19 years ago,1995-06-23,1252954514,1995,NJ,Waterloo Village,354,"(u'Waterloo, Stanhope, NJ 07874, USA', (40.9150985, -74.7543311))",40.9167985
Phish,Philadelphia,USA,http://phish.net/setlists/?d=1995-06-24,,"June 24, 1995",19 years ago,1995-06-24,1252954984,1995,PA,The Mann Center for the Performing Arts,213,,0
Phish,Philadelphia,USA,http://phish.net/setlists/?d=1995-06-25,,"June 25, 1995",19 years ago,1995-06-25,1252955261,1995,PA,The Mann Center for the Performing Arts,213,,0
Phish,Saratoga Springs,USA,http://phish.net/setlists/?d=1995-06-26,,"June 26, 1995",19 years ago,1995-06-26,1252955457,1995,NY,Saratoga Performing Arts Center,220,,0
Phish,Wantagh,USA,http://phish.net/setlists/?d=1995-06-28,,"June 28, 1995",19 years ago,1995-06-28,1252956341,1995,NY,Jones Beach Amphitheater,211,"(u'Wantagh, NY, USA', (40.6837121, -73.5101258))",40.6880121
Phish,Wantagh,USA,http://phish.net/setlists/?d=1995-06-29,,"June 29, 1995",19 years ago,1995-06-29,1252956540,1995,NY,Jones Beach Amphitheater,211,"(u'Wantagh, NY, USA', (40.6837121, -73.5101258))",40.6876121
Phish,Mansfield,USA,http://phish.net/setlists/?d=1995-06-30,,"June 30, 1995",19 years ago,1995-06-30,1252956796,1995,MA,Great Woods Center for the Performing Arts,214,"(u'Mansfield, MA, USA', (42.03345650000001, -71.2190578))",42.036856500000006
Phish,Mansfield,USA,http://phish.net/setlists/?d=1995-07-01,,"July 01, 1995",19 years ago,1995-07-01,1252957234,1995,MA,Great Woods Center for the Performing Arts,214,"(u'Mansfield, MA, USA', (42.03345650000001, -71.2190578))",42.034056500000005
Phish,North Fayston,USA,http://phish.net/setlists/?d=1995-07-02,,"July 02, 1995",19 years ago,1995-07-02,1252957654,1995,VT,Summer Stage at Sugarbush,460,"(u'North Fayston, Fayston, VT 05660, USA', (44.2420023, -72.8381728))",44.244402300000004
Phish,North Fayston,USA,http://phish.net/setlists/?d=1995-07-03,,"July 03, 1995",19 years ago,1995-07-03,1252957959,1995,VT,Summer Stage at Sugarbush,460,"(u'North Fayston, Fayston, VT 05660, USA', (44.2420023, -72.8381728))",44.2424023
Phish,New York,USA,http://phish.net/setlists/?d=1995-07-13,,"July 13, 1995",19 years ago,1995-07-13,1252962819,1995,NY,Ed Sullivan Theater,228,,0
Phish,Sacramento,USA,http://phish.net/setlists/?d=1995-09-27,,"September 27, 1995",18 years ago,1995-09-27,1252963616,1995,CA,Cal Expo Amphitheater,298,"(u'Sacramento, CA, USA', (38.5815719, -121.4943996))",38.5822719
Phish,San Diego,USA,http://phish.net/setlists/?d=1995-09-28,,"September 28, 1995",18 years ago,1995-09-28,1252964690,1995,CA,"Summer Pops, Embarcadero Center",654,"(u'San Diego, CA, USA', (32.7153292, -117.1572551))",32.7190292
Phish,Los Angeles,USA,http://phish.net/setlists/?d=1995-09-29,,"September 29, 1995",18 years ago,1995-09-29,1252965826,1995,CA,Greek Theatre,289,,0
Phish,Mountain View,USA,http://phish.net/setlists/?d=1995-09-30,,"September 30, 1995",18 years ago,1995-09-30,1252965986,1995,CA,Shoreline Amphitheatre,247,"(u'Amphitheatre Parkway, Mountain View, CA 94043, USA', (37.4236371, -122.0880135))",37.4276371
Phish,Seattle,USA,http://phish.net/setlists/?d=1995-10-02,,"October 02, 1995",18 years ago,1995-10-02,1252967186,1995,WA,Seattle Center Arena,655,"(u'Seattle, WA, USA', (47.6062095, -122.3320708))",47.6077095
Phish,Seattle,USA,http://phish.net/setlists/?d=1995-10-03,,"October 03, 1995",18 years ago,1995-10-03,1252968308,1995,WA,Seattle Center Arena,655,"(u'Seattle, WA, USA', (47.6062095, -122.3320708))",47.6085095
Phish,Portland,USA,http://phish.net/setlists/?d=1995-10-05,,"October 05, 1995",18 years ago,1995-10-05,1252968571,1995,OR,Memorial Coliseum,657,"(u'Portland, OR, USA', (45.5234515, -122.6762071))",45.5251515
Phish,"Vancouver, British Columbia",Canada,http://phish.net/setlists/?d=1995-10-06,,"October 06, 1995",18 years ago,1995-10-06,1252969370,1995,,The Orpheum Theatre,658,,0
Phish,Spokane,USA,http://phish.net/setlists/?d=1995-10-07,,"October 07, 1995",18 years ago,1995-10-07,1252969555,1995,WA,Spokane Opera House,659,"(u'Spokane, WA, USA', (47.6587802, -117.4260466))",47.6621802
Phish,Missoula,USA,http://phish.net/setlists/?d=1995-10-08,,"October 08, 1995",18 years ago,1995-10-08,1252969746,1995,MT,"Adams Fieldhouse, University of Montana",660,"(u'University of Montana, 32 Campus Dr, Missoula, MT 59812', (46.8600672, -113.9852081))",46.862667200000004
Phish,Chandler,USA,http://phish.net/setlists/?d=1995-10-11,,"October 11, 1995",18 years ago,1995-10-11,1252970055,1995,AZ,Compton Terrace Amphitheater,661,"(u'Chandler, AZ, USA', (33.3061605, -111.8412502))",33.3078605
Phish,Fort Worth,USA,http://phish.net/setlists/?d=1995-10-13,,"October 13, 1995",18 years ago,1995-10-13,1252970210,1995,TX,Will Rogers Auditorium,662,"(u'Fort Worth, TX, USA', (32.7554883, -97.3307658))",32.756188300000005
Phish,Austin,USA,http://phish.net/setlists/?d=1995-10-14,,"October 14, 1995",18 years ago,1995-10-14,1252971590,1995,TX,Austin Music Hall,663,"(u'Music Building and Recital Hall, The University of Texas at Austin, Austin, TX 78712, USA', (30.2873213, -97.7312726))",30.2902213
Phish,Austin,USA,http://phish.net/setlists/?d=1995-10-15,,"October 15, 1995",18 years ago,1995-10-15,1253063273,1995,TX,Austin Music Hall,663,"(u'Music Building and Recital Hall, The University of Texas at Austin, Austin, TX 78712, USA', (30.2873213, -97.7312726))",30.2885213
Phish,New Orleans,USA,http://phish.net/setlists/?d=1995-10-17,,"October 17, 1995",18 years ago,1995-10-17,1253064238,1995,LA,State Palace Theatre,127,"(u'New Orleans, LA, USA', (29.95106579999999, -90.0715323))",29.95146579999999
Phish,Kansas City,USA,http://phish.net/setlists/?d=1995-10-19,,"October 19, 1995",18 years ago,1995-10-19,1253064393,1995,MO,Municipal Auditorium,687,"(u'Kansas City, MO, USA', (39.0997265, -94.5785667))",39.104726500000005
Phish,Cedar Rapids,USA,http://phish.net/setlists/?d=1995-10-20,,"October 20, 1995",18 years ago,1995-10-20,1253064937,1995,IA,Five Seasons Arena,688,"(u'Cedar Rapids, IA, USA', (41.9778795, -91.6656232))",41.9817795
Phish,Lincoln,USA,http://phish.net/setlists/?d=1995-10-21,,"October 21, 1995",18 years ago,1995-10-21,1253065255,1995,NE,Pershing Auditorium,689,"(u'Pershing Center, Lincoln, NE 68508, USA', (40.8119152, -96.6988981))",40.815415200000004
Phish,Champaign,USA,http://phish.net/setlists/?d=1995-10-22,,"October 22, 1995",18 years ago,1995-10-22,1253065402,1995,IL,"Assembly Hall, University of Illinois",522,"(u'University of Illinois at Urbana-Champaign, Champaign, IL', (40.1019523, -88.2271615))",40.103752300000004
Phish,Madison,USA,http://phish.net/setlists/?d=1995-10-24,,"October 24, 1995",18 years ago,1995-10-24,1253065682,1995,WI,Dane County Coliseum,690,"(u'Coliseum Road North, Madison, WI 53713, USA', (43.0467617, -89.3840363))",43.0508617
Phish,St. Paul,USA,http://phish.net/setlists/?d=1995-10-25,,"October 25, 1995",18 years ago,1995-10-25,1253065871,1995,MN,Civic Center Arena,691,"(u'Saint Paul, MN, USA', (44.9537029, -93.0899578))",44.9554029
Phish,Kalamazoo,USA,http://phish.net/setlists/?d=1995-10-27,,"October 27, 1995",18 years ago,1995-10-27,1253066066,1995,MI,Wing's Stadium,692,"(u'Wings Stadium, 3600 Vanrick Drive, Kalamazoo, MI 49001, USA', (42.2537119, -85.5353665))",42.2552119
Phish,Auburn Hills,USA,http://phish.net/setlists/?d=1995-10-28,,"October 28, 1995",18 years ago,1995-10-28,1253066177,1995,MI,The Palace of Auburn Hills,421,"(u'The Palace of Auburn Hills, Auburn Hills, MI 48326, USA', (42.697084, -83.24571639999999))",42.699284
Phish,Louisville,USA,http://phish.net/setlists/?d=1995-10-29,,"October 29, 1995",18 years ago,1995-10-29,1253066606,1995,KY,Louisville Gardens,693,"(u'Louisville Avenue, Louisville, KY, USA', (38.187477, -85.7565319))",38.192377
Phish,Rosemont,USA,http://phish.net/setlists/?d=1995-10-31,,"October 31, 1995",18 years ago,1995-10-31,1253067196,1995,IL,Rosemont Horizon,288,"(u'Rosemont, IL, USA', (41.9891, -87.87147399999999))",41.9904
Phish,Atlanta,USA,http://phish.net/setlists/?d=1995-11-09,,"November 09, 1995",18 years ago,1995-11-09,1253069422,1995,GA,The Fox Theatre,40,"(u'Fox Theatre, Atlanta, GA 30375, USA', (33.7727618, -84.3853118))",33.7759618
Phish,Atlanta,USA,http://phish.net/setlists/?d=1995-11-10,,"November 10, 1995",18 years ago,1995-11-10,1253069549,1995,GA,The Fox Theatre,40,"(u'Fox Theatre, Atlanta, GA 30375, USA', (33.7727618, -84.3853118))",33.7728618
Phish,Atlanta,USA,http://phish.net/setlists/?d=1995-11-11,,"November 11, 1995",18 years ago,1995-11-11,1253069745,1995,GA,The Fox Theatre,40,"(u'Fox Theatre, Atlanta, GA 30375, USA', (33.7727618, -84.3853118))",33.773361799999996
Phish,Gainesville,USA,http://phish.net/setlists/?d=1995-11-12,,"November 12, 1995",18 years ago,1995-11-12,1253071833,1995,FL,"O'Connell Center, University of Florida",694,"(u""Stephen C. O'Connell Center, Stadium Road, University of Florida, Gainesville, FL 32608, USA"", (29.6494045, -82.3511752))",29.6523045
Phish,Orlando,USA,http://phish.net/setlists/?d=1995-11-14,,"November 14, 1995",18 years ago,1995-11-14,1253072330,1995,FL,University of Central Florida Arena,695,"(u'Bright House Networks Stadium, University of Central Florida, 4465 Knights Victory Way, Orlando, Florida 32816', (28.6082668, -81.19205889999999))",28.608766799999998
Phish,Tampa,USA,http://phish.net/setlists/?d=1995-11-15,,"November 15, 1995",18 years ago,1995-11-15,1253072473,1995,FL,"Sun Dome, University of South Florida",696,"(u'USF Sun Dome, University of South Florida, 4202 E Fowler Ave, Tampa, Florida 33620', (28.0592155, -82.40651480000001))",28.0606155
Phish,West Palm Beach,USA,http://phish.net/setlists/?d=1995-11-16,,"November 16, 1995",18 years ago,1995-11-16,1253073055,1995,FL,West Palm Beach Auditorium,697,"(u'Auditorium, West Palm Beach, FL 33401, USA', (26.7136284, -80.0546711))",26.7141284
Phish,North Charleston,USA,http://phish.net/setlists/?d=1995-11-18,,"November 18, 1995",18 years ago,1995-11-18,1253073277,1995,SC,North Charleston Coliseum,698,"(u'North Charleston Coliseum (Northside), North Charleston, SC 29418, USA', (32.86625, -80.02187599999999))",0
Phish,Charlotte,USA,http://phish.net/setlists/?d=1995-11-19,,"November 19, 1995",18 years ago,1995-11-19,1253073640,1995,NC,Charlotte Coliseum,699,"(u'City County Government, 1117 East Morehead Street, Charlotte, NC 28204, USA', (35.211062, -80.840706))",35.213662
Phish,Winston-Salem,USA,http://phish.net/setlists/?d=1995-11-21,,"November 21, 1995",18 years ago,1995-11-21,1253074053,1995,NC,Lawrence Joel Veterans Memorial Coliseum,38,"(u'Winston-Salem Coliseum Annex, Wake Forest University, 300 Deacon Boulevard, Winston-Salem, NC 27105, USA', (36.1278811, -80.2538512))",36.1305811
Phish,Landover,USA,http://phish.net/setlists/?d=1995-11-22,,"November 22, 1995",18 years ago,1995-11-22,1253074256,1995,MD,USAir Arena,529,"(u'Landover, Greater Landover, MD 20784, USA', (38.9340002, -76.8966397))",38.9359002
Phish,Pittsburgh,USA,http://phish.net/setlists/?d=1995-11-24,,"November 24, 1995",18 years ago,1995-11-24,1253074563,1995,PA,Civic Arena,700,"(u'Mellon Arena, 1001 Fifth Avenue, PA 15219, USA', (40.4415212, -79.99058749999999))",40.4420212
Phish,Hampton,USA,http://phish.net/setlists/?d=1995-11-25,,"November 25, 1995",18 years ago,1995-11-25,1253075083,1995,VA,Hampton Coliseum,6,"(u'Hampton Coliseum, 1000 Coliseum Drive, Hampton, VA 23666, USA', (37.0347278, -76.3813198))",37.0357278
Phish,Knoxville,USA,http://phish.net/setlists/?d=1995-11-28,,"November 28, 1995",18 years ago,1995-11-28,1253075351,1995,TN,Knoxville Civic Coliseum,709,"(u'Knoxville, TN, USA', (35.9606384, -83.9207392))",35.9619384
Phish,Nashville,USA,http://phish.net/setlists/?d=1995-11-29,,"November 29, 1995",18 years ago,1995-11-29,1253075564,1995,TN,Municipal Auditorium,702,"(u'Nashville, TN, USA', (36.1666667, -86.7833333))",36.1681667
Phish,Dayton,USA,http://phish.net/setlists/?d=1995-11-30,,"November 30, 1995",18 years ago,1995-11-30,1253076616,1995,OH,"Ervin J. Nutter Center, Wright State University",526,"(u'Wright State University Ervin J. Nutter Center, Wright State University, 3640 Colonel Glenn Highway #430, Dayton, OH 45435, USA', (39.7804794, -84.0525888))",39.7847794
Phish,Hershey,USA,http://phish.net/setlists/?d=1995-12-01,,"December 01, 1995",18 years ago,1995-12-01,1253077121,1995,PA,Hersheypark Arena,761,"(u'Hersheypark Stadium and Star Pavillion, 550 Hersheypark Drive, Hershey, Pennsylvania 17033', (40.2903494, -76.6590894))",40.2946494
Phish,New Haven,USA,http://phish.net/setlists/?d=1995-12-02,,"December 02, 1995",18 years ago,1995-12-02,1253077284,1995,CT,New Haven Veterans Memorial Coliseum,374,"(u'New Haven, CT, USA', (41.308274, -72.9278835))",41.311274
Phish,Amherst,USA,http://phish.net/setlists/?d=1995-12-04,,"December 04, 1995",18 years ago,1995-12-04,1253077395,1995,MA,"Mullins Center, University of Massachusetts",34,"(u'Mullins Center, University of Massachusetts Amherst, 200 Commonwealth Avenue, Amherst, MA 01003, USA', (42.3893819, -72.5334467))",42.393581899999994
Phish,Amherst,USA,http://phish.net/setlists/?d=1995-12-05,,"December 05, 1995",18 years ago,1995-12-05,1253077610,1995,MA,"Mullins Center, University of Massachusetts",34,"(u'Mullins Center, University of Massachusetts Amherst, 200 Commonwealth Avenue, Amherst, MA 01003, USA', (42.3893819, -72.5334467))",42.392081899999994
Phish,Niagara Falls,USA,http://phish.net/setlists/?d=1995-12-07,,"December 07, 1995",18 years ago,1995-12-07,1253078100,1995,NY,Niagara Falls Convention Center,704,"(u'Convention Centre Front Entran, Niagara Falls, ON L2G, Canada', (43.07684, -79.08467999999999))",43.07844
Phish,Cleveland,USA,http://phish.net/setlists/?d=1995-12-08,,"December 08, 1995",18 years ago,1995-12-08,1253078311,1995,OH,CSU Convocation Center,525,"(u'Cleveland, OH, USA', (41.4994954, -81.6954088))",41.5036954
Phish,Albany,USA,http://phish.net/setlists/?d=1995-12-09,,"December 09, 1995",18 years ago,1995-12-09,1253078840,1995,NY,Knickerbocker Arena,705,"(u'Albany, NY, USA', (42.6525793, -73.7562317))",42.6572793
Phish,Portland,USA,http://phish.net/setlists/?d=1995-12-11,,"December 11, 1995",18 years ago,1995-12-11,1253079051,1995,ME,Cumberland County Civic Center,208,,0
Phish,Providence,USA,http://phish.net/setlists/?d=1995-12-12,,"December 12, 1995",18 years ago,1995-12-12,1253079166,1995,RI,Providence Civic Center,440,"(u'Providence, RI, USA', (41.8239891, -71.4128343))",41.8272891
Phish,Binghamton,USA,http://phish.net/setlists/?d=1995-12-14,,"December 14, 1995",18 years ago,1995-12-14,1253078306,1995,NY,Broome County Arena,22,"(u'Broome County Veterans Memorial Arena, 1 Stuart Street, Binghamton, NY 13901, USA', (42.0960456, -75.9127857))",42.0963456
Phish,Philadelphia,USA,http://phish.net/setlists/?d=1995-12-15,,"December 15, 1995",18 years ago,1995-12-15,1253078040,1995,PA,CoreStates Spectrum,524,"(u'Philadelphia, PA, USA', (39.952335, -75.16378900000001))",39.956134999999996
Phish,Lake Placid,USA,http://phish.net/setlists/?d=1995-12-16,,"December 16, 1995",18 years ago,1995-12-16,1253077817,1995,NY,Olympic Center,703,"(u'Lake Placid, NY 12946, USA', (44.2794911, -73.9798713))",44.2818911
Phish,Lake Placid,USA,http://phish.net/setlists/?d=1995-12-17,,"December 17, 1995",18 years ago,1995-12-17,1253077154,1995,NY,Olympic Center,703,"(u'Lake Placid, NY 12946, USA', (44.2794911, -73.9798713))",44.2818911
Phish,Worcester,USA,http://phish.net/setlists/?d=1995-12-28,,"December 28, 1995",18 years ago,1995-12-28,1253068906,1995,MA,Worcester Centrum Centre,241,"(u'Worcester, MA, USA', (42.2625932, -71.8022934))",42.2636932
Phish,Worcester,USA,http://phish.net/setlists/?d=1995-12-29,,"December 29, 1995",18 years ago,1995-12-29,1253068833,1995,MA,Worcester Centrum Centre,241,"(u'Worcester, MA, USA', (42.2625932, -71.8022934))",42.2671932
Phish,New York,USA,http://phish.net/setlists/?d=1995-12-30,,"December 30, 1995",18 years ago,1995-12-30,1253068582,1995,NY,Madison Square Garden,157,"(u'Madison Street, New York, NY, USA', (40.685764, -73.94149399999999))",40.690264
Phish,New York,USA,http://phish.net/setlists/?d=1995-12-31,,"December 31, 1995",18 years ago,1995-12-31,1253068364,1995,NY,Madison Square Garden,157,"(u'Madison Street, New York, NY, USA', (40.685764, -73.94149399999999))",40.688564
Phish,New Orleans,USA,http://phish.net/setlists/?d=1996-04-26,,"April 26, 1996",18 years ago,1996-04-26,1252701007,1996,LA,New Orleans Fairgrounds,1272,"(u'Tutor New Orleans, 2634 Bayou Road, New Orleans, LA 70119, USA', (29.9781033, -90.07762799999999))",29.9819033
Phish,Woodstock,USA,http://phish.net/setlists/?d=1996-06-06,,"June 06, 1996",18 years ago,1996-06-06,1253039395,1996,NY,Joyous Lake,685,"(u'Woodstock, NY, USA', (42.0409247, -74.1181971))",42.043824699999995
Phish,Lonigo,Italy,http://phish.net/setlists/?d=1996-07-02,,"July 02, 1996",18 years ago,1996-07-02,1250993864,1996,,Pista Speedway,184,"(u'Pista Speedway, 36045 Lonigo Vicenza, Italy', (45.3755528, 11.3927202))",45.3757528
Phish,Trento,Italy,http://phish.net/setlists/?d=1996-07-03,,"July 03, 1996",18 years ago,1996-07-03,1250721078,1996,,Stadio Briamasco,82,"(u'Stadio Briamasco, Via Roberto da Sanseverino, 41, 38123 Trento, Italy', (46.0642498, 11.1144518))",46.0677498
Phish,Rome,Italy,http://phish.net/setlists/?d=1996-07-05,,"July 05, 1996",18 years ago,1996-07-05,1250721183,1996,,Stadio Olimpico,83,"(u'Olympic Stadium, Piazzale del Foro Italico, 00135 Rome, Italy', (41.9349463, 12.4543603))",41.9361463
Phish,Pistoia,Italy,http://phish.net/setlists/?d=1996-07-06,,"July 06, 1996",18 years ago,1996-07-06,1250721284,1996,,Piazza del Duomo,84,"(u'Piazza del Duomo, 51100 Pistoia, Italy', (43.9336594, 10.9174532))",43.936059400000005
Phish,Milan,Italy,http://phish.net/setlists/?d=1996-07-07,,"July 07, 1996",18 years ago,1996-07-07,1250721351,1996,,Parco Aquatica,85,"(u'Milan, Italy', (45.4654542, 9.186516))",45.466754200000004
Phish,Deauville,France,http://phish.net/setlists/?d=1996-07-09,,"July 09, 1996",18 years ago,1996-07-09,1250721403,1996,,Centre International,86,"(u'Deauville, France', (49.353976, 0.075122))",49.358676
Phish,Paris,France,http://phish.net/setlists/?d=1996-07-10,,"July 10, 1996",18 years ago,1996-07-10,1250721448,1996,,Le Zenith,87,"(u'All\xe9e du Z\xe9nith, 75019 Paris, France', (48.892328, 2.3930539))",48.895528
Phish,London,England,http://phish.net/setlists/?d=1996-07-11,,"July 11, 1996",18 years ago,1996-07-11,1251008394,1996,,Shepherd's Bush Empire,205,,0
Phish,Amsterdam,Netherlands,http://phish.net/setlists/?d=1996-07-12,,"July 12, 1996",18 years ago,1996-07-12,1250984252,1996,,Melkweg,171,"(u'Melkweg, 1033 Amsterdam, The Netherlands', (52.4186089, 4.8804758))",52.420808900000004
Phish,Dour,Belgium,http://phish.net/setlists/?d=1996-07-13,,"July 13, 1996",18 years ago,1996-07-13,1250721510,1996,,Dour Festival,88,"(u'Dour, Belgium', (50.4000126, 3.7827918))",50.4011126
Phish,Sesto Calende,Italy,http://phish.net/setlists/?d=1996-07-15,,"July 15, 1996",17 years ago,1996-07-15,1251008494,1996,,La Marna,206,"(u'21018 Sesto Calende Varese, Italy', (45.7307015, 8.636597199999999))",45.7324015
Phish,Vienne,France,http://phish.net/setlists/?d=1996-07-17,,"July 17, 1996",17 years ago,1996-07-17,1250721561,1996,,Theatre Antique,89,"(u'The Roman Theater, 7 Rue du Cirque, 38200 Vienne, France', (45.5239359, 4.878570499999999))",45.5261359
Phish,Nice,France,http://phish.net/setlists/?d=1996-07-18,,"July 18, 1996",17 years ago,1996-07-18,1250899547,1996,,Theatre de Verdure,153,,0
Phish,Arles,France,http://phish.net/setlists/?d=1996-07-19,,"July 19, 1996",17 years ago,1996-07-19,1250721640,1996,,Les Arenes Romaines,90,"(u'Arles, France', (43.676675, 4.627502))",43.677475
Phish,,Germany,http://phish.net/setlists/?d=1996-07-21,,"July 21, 1996",17 years ago,1996-07-21,1250899892,1996,,The Forum,154,"(u'Forum, 69126 Heidelberg, Germany', (49.364371, 8.704238799999999))",49.367471
Phish,Cologne,Germany,http://phish.net/setlists/?d=1996-07-22,,"July 22, 1996",17 years ago,1996-07-22,1250721712,1996,,Tanzbrunnen,91,,0
Phish,Hamburg,Germany,http://phish.net/setlists/?d=1996-07-23,,"July 23, 1996",17 years ago,1996-07-23,1250900037,1996,,Markethalle,155,"(u'Hinter der Markthalle, 20095 Hamburg, Germany', (53.5522425, 9.999229399999999))",53.5548425
Phish,Hanover,Germany,http://phish.net/setlists/?d=1996-07-24,,"July 24, 1996",17 years ago,1996-07-24,1250721801,1996,,The Music Hall,92,"(u'Hanover, Germany', (52.3758916, 9.732010400000002))",52.378491600000004
